bg,bg+1:00
11.011111111111111,4.3
9.6,5.6
6.3,4.6
4.5,4.3
4.3,4.2
5.6,4.6
4.6,5.3
4.3,5.6
4.2,5.6
4.6,5.3
5.3,4.8
5.6,4.8
5.6,5.2
5.3,5.3
4.8,5.2
4.8,4.3
5.2,4.8
5.3,6.3
5.2,8.3
4.3,10.6
4.8,11.7
6.3,11.3
8.3,9.4
10.6,6.1
11.7,4.2
11.3,3.9
9.4,4.9
6.1,6.6
4.2,7.6
3.9,7.3
4.9,6.7
6.6,6.6
7.6,6.9
7.3,6.7
6.7,6.5
6.6,7.1
6.9,7.8
6.7,9.3
6.7,10.7
7.333333333333333,12.2
8.3,13.0
9.65,12.3
10.7,10.6
12.2,8.7
13.0,7.4
12.3,7.6
10.6,7.8
8.7,7.1
7.4,6.5
7.6,6.9
7.8,8.3
7.1,9.6
6.5,10.1
6.9,10.7
8.3,11.7
9.6,13.3
10.1,14.9
10.7,16.0
11.7,16.1
13.3,15.6
14.9,14.8
16.0,14.5
16.1,14.5
15.6,15.2
14.8,14.6
14.5,13.3
14.5,12.9
15.2,12.6
14.6,11.5
13.3,11.1
12.9,11.6
12.6,12.5
11.5,13.8
11.1,13.8
11.6,13.3
12.5,12.9
13.8,11.7
13.8,10.4
13.3,8.9
12.9,7.3
11.7,6.2
10.4,5.0
8.9,3.9
7.3,3.8
6.2,5.3
5.0,7.1
3.9,6.7
3.8,4.0
5.3,3.9
7.1,6.1
6.7,7.2
4.0,6.2
3.9,5.4
6.1,5.3
7.2,4.7
6.2,3.9
5.4,3.9
5.3,4.4
4.7,4.7
3.9,4.8
3.9,5.5
4.5,6.1
4.733333333333333,4.9
5.033333333333333,4.6
5.65,5.9
6.1,8.5
4.9,9.2
4.6,8.5
5.9,7.2
8.5,5.2
9.2,3.9
8.5,4.4
7.2,7.7
5.2,8.9
3.9,7.3
4.4,5.6
7.7,5.1
8.9,4.6
7.3,5.3
5.6,7.7
5.1,11.4
4.6,14.9
5.3,18.1
7.7,19.4
11.4,19.2
14.9,16.8
18.1,13.4
19.4,9.7
19.2,7.4
16.8,6.3
13.4,4.4
3.8800000000000003,3.4
3.7600000000000002,3.2
3.64,3.2
3.52,3.4
3.4,4.0
3.2,4.9
3.2,6.1
3.4,7.4
4.0,7.8
4.9,7.5
6.1,8.1
7.4,9.3
7.8,10.5
7.5,11.2
8.1,11.6
9.3,11.4
10.5,11.4
11.2,11.5
11.6,10.9
11.4,10.2
11.4,9.9
11.5,9.6
10.9,8.9
10.2,8.4
9.9,8.3
9.6,8.1
8.9,7.9
8.4,7.8
8.3,8.0
8.1,7.6
7.9,6.9
7.8,6.4
8.0,6.2
7.6,6.1
6.9,6.8
6.4,10.2
6.2,11.1
6.1,9.3
6.8,7.8
10.2,7.0
11.1,5.2
9.3,3.4
7.8,3.4
7.0,5.6
5.2,5.8
3.4,5.2
3.4,5.0
5.6,5.7
5.8,7.3
5.2,8.6
5.0,9.2
5.7,10.0
7.3,11.1
8.6,11.8
9.2,12.6
10.0,12.6
11.1,12.2
11.8,11.1
12.6,9.2
12.6,7.7
12.2,6.4
11.1,5.3
9.2,4.3
7.7,3.7
6.4,3.4
5.3,3.8
4.3,6.0
3.7,8.2
3.4,9.9
3.8,11.0
6.733333333333333,11.8
8.766666666666666,12.9
10.266666666666667,13.1
11.0,12.4
11.600000000000001,12.3
12.533333333333333,12.5
13.1,13.3
12.366666666666667,13.7
12.366666666666667,14.2
12.7,14.2
13.3,14.1
13.7,14.2
14.2,14.6
14.2,14.9
14.1,15.5
14.2,15.3
14.6,14.8
14.9,14.4
15.5,13.8
15.3,12.3
14.8,8.9
14.4,6.0
13.8,4.6
12.3,4.9
8.9,5.6
6.0,6.1
4.6,5.3
4.9,4.5
5.6,3.9
6.1,4.1
5.3,4.6
4.5,4.4
3.9,3.4
4.1,3.1
4.6,3.3
4.4,3.7
3.4,4.2
3.1,3.9
3.3,3.4
3.7,3.2
4.2,3.2
3.9,3.4
3.4,3.6
3.2,3.2
3.2,3.0
3.4,2.9
3.6,2.9
3.2,2.9
3.0,3.1
2.9,3.1
2.9,3.1
2.9,3.1
3.1,3.1
3.1,4.7
3.1,5.7
3.1,7.7
3.1,10.1
5.033333333333333,10.9
6.366666666666667,12.2
8.5,15.1
10.3,18.2
10.9,20.2
12.2,19.7
15.1,18.2
18.2,15.5
20.2,12.6
19.7,9.7
18.2,6.7
15.5,4.6
12.6,3.0
6.7,4.5
4.6,8.9
3.0,11.7
3.75,12.3
4.5,13.3
8.9,14.1
11.7,13.8
12.3,13.3
13.3,13.3
14.1,12.9
13.8,12.7
13.3,11.6
13.3,8.3
12.9,5.4
12.7,3.8
11.6,3.8
8.3,5.3
5.4,6.1
3.8,5.7
3.8,3.7
5.3,3.2
6.1,5.4
5.7,9.0
3.7,9.8
3.2,8.7
5.4,7.8
9.0,7.1
9.8,9.4
8.7,11.7
7.566666666666666,12.7
7.866666666666666,11.7
10.166666666666666,10.7
11.95,10.9
12.7,11.3
11.7,11.9
11.033333333333333,13.5
10.833333333333334,14.3
11.166666666666668,14.2
11.700000000000001,12.8
13.5,11.8
14.3,12.7
14.2,12.6
12.8,10.6
12.1,7.2
12.666666666666666,5.6
11.933333333333334,4.9
9.75,4.7
7.2,4.4
5.6,4.9
4.9,5.4
4.7,4.9
4.4,4.2
4.9,3.8
5.4,3.3
4.9,3.0
4.2,2.9
3.8,2.9
3.3,2.9
3.0,3.1
2.9,3.2
2.9,3.2
2.9,3.5
3.1,4.6
3.2,6.0
3.2,6.9
3.5,7.3
4.6,7.7
6.0,7.6
6.9,7.1
7.3,6.8
7.7,6.9
7.6,6.9
7.1,7.1
6.8,7.3
6.9,7.6
6.9,8.1
7.1,9.7
7.3,10.2
7.6,10.0
8.1,9.6
9.7,9.4
10.2,10.7
10.0,13.3
9.6,15.2
9.4,15.9
10.7,14.0
13.3,11.3
15.2,9.4
15.9,8.0
14.0,5.9
11.3,4.4
8.933333333333334,4.0
7.3,4.8
5.4,6.8
4.300000000000001,7.3
4.0,7.4
4.8,6.6
6.8,5.7
7.3,6.6
7.4,8.3
6.6,9.2
5.7,9.3
6.6,8.2
8.3,9.2
9.2,12.6
9.3,15.5
8.2,17.3
9.2,16.6
12.6,15.3
15.5,13.3
17.3,10.7
16.6,8.7
15.3,7.6
13.3,7.4
10.7,7.0
8.7,7.0
7.6,6.1
7.4,6.3
7.0,8.0
7.0,9.5
6.1,11.3
6.3,12.3
8.0,12.7
9.5,12.4
11.3,11.6
12.3,11.2
12.7,11.6
12.4,12.4
11.6,13.6
11.2,14.3
11.6,14.8
12.4,14.3
13.6,12.7
14.3,11.6
14.8,10.2
14.3,9.0
12.7,8.4
11.6,8.1
10.2,7.9
9.0,7.7
8.4,6.8
8.1,5.4
7.9,5.1
7.7,5.6
6.333333333333333,4.6
5.3,5.1
5.266666666666667,6.2
5.35,6.9
4.6,7.2
5.1,6.8
6.2,6.3
6.9,6.6
7.2,7.8
6.8,8.9
6.3,9.5
6.6,10.5
7.8,11.4
8.9,11.4
9.5,11.8
10.5,12.4
11.4,13.0
11.4,13.4
11.8,13.6
12.4,14.0
13.0,14.2
13.4,13.8
13.6,13.5
14.0,13.4
14.2,13.5
13.8,13.7
13.5,13.1
13.4,12.2
13.5,12.2
13.7,11.9
13.1,11.2
12.2,9.9
12.2,8.8
11.9,7.7
11.2,7.3
9.9,8.1
8.8,8.4
7.7,6.7
7.3,5.2
8.1,4.3
8.4,3.8
6.7,3.7
5.2,3.6
4.3,3.9
3.8,5.3
3.7,6.0
3.6,7.7
3.9,8.4
5.3,9.3
6.0,9.8
7.7,10.2
8.4,9.9
9.3,7.7
9.8,5.7
10.2,6.1
9.9,8.4
7.7,10.6
5.7,12.1
6.1,13.1
9.133333333333333,13.3
11.1,11.2
12.433333333333334,9.2
13.15,7.8
13.3,8.5
11.2,9.4
9.2,10.3
7.8,10.8
8.5,9.5
9.4,8.3
10.3,7.1
10.8,6.0
9.5,5.6
8.3,4.7
7.1,5.2
6.0,8.0
5.6,11.3
4.7,13.3
5.2,13.8
8.0,13.8
11.3,12.9
13.3,13.1
13.8,13.8
13.8,13.3
12.9,12.2
13.1,11.6
13.8,11.1
13.3,10.4
12.2,9.8
11.6,8.6
11.1,6.9
10.4,5.4
9.8,4.7
8.6,4.4
6.9,3.9
5.4,3.8
4.7,4.2
4.4,5.0
3.8666666666666667,5.9
3.933333333333333,7.4
4.466666666666667,8.4
5.225,7.7
5.9,6.2
7.4,6.0
8.4,7.3
7.7,8.0
6.2,7.2
6.0,6.3
7.3,6.1
8.0,6.4
7.2,7.7
6.3,8.8
6.1,8.9
6.4,8.3
7.7,7.6
8.8,6.9
8.9,6.3
8.3,5.7
7.6,5.2
6.9,4.8
6.3,4.7
5.7,4.4
5.2,4.4
4.8,4.6
4.7,5.4
4.4,5.9
4.4,5.7
4.6,5.3
5.4,5.2
5.9,5.3
5.7,6.2
5.3,8.3
5.2,8.9
5.3,9.1
6.2,8.3
8.3,6.3
8.9,4.5
9.1,3.7
8.3,4.1
6.3,4.8
4.5,5.3
3.7,4.8
4.1,5.0
4.8,5.2
5.3,4.6
4.8,5.4
5.0,7.3
5.2,7.8
4.6,7.8
5.4,7.9
7.3,6.8
7.8,5.4
7.8,5.7
7.9,8.1
6.8,10.5
5.4,12.2
5.7,13.4
8.1,15.1
10.5,15.9
12.2,14.9
13.4,12.9
15.1,11.1
15.9,9.8
14.9,8.9
12.3,7.7
10.666666666666666,7.9
9.5,8.6
8.6,8.6
7.7,8.1
7.9,7.5
8.6,7.7
8.6,7.9
8.1,8.2
7.5,8.7
7.7,8.4
7.9,7.9
8.2,7.9
8.7,8.0
8.4,8.5
7.9,9.1
7.9,9.9
8.0,10.7
8.5,11.3
9.1,11.8
9.9,12.2
10.7,12.4
11.3,12.9
11.8,13.3
12.2,13.4
12.4,13.0
12.9,12.2
13.3,10.8
13.4,9.7
13.0,9.0
12.2,8.5
10.8,9.4
9.7,11.4
9.0,13.0
8.5,14.4
9.4,16.1
11.4,17.4
13.0,18.2
14.4,18.7
16.1,19.3
17.4,19.4
18.2,19.4
18.7,19.3
19.3,18.8
19.4,18.2
19.4,17.5
19.3,16.9
18.8,16.3
18.2,15.3
17.5,15.1
16.9,14.5
16.3,13.3
15.3,12.8
15.1,12.6
14.5,12.0
13.3,11.6
12.733333333333334,12.2
12.4,11.8
11.866666666666667,10.6
11.75,9.1
12.2,7.3
11.8,6.2
10.6,5.9
9.1,6.3
7.3,7.1
6.2,8.1
5.9,9.5
6.3,11.1
7.1,11.6
8.1,11.1
9.5,10.8
11.1,10.6
11.6,9.4
11.1,8.3
10.8,7.8
10.6,7.8
9.4,8.4
8.3,8.8
7.8,9.2
7.8,9.4
8.4,9.4
8.8,9.0
9.2,8.3
9.4,7.3
9.4,6.3
9.0,5.6
8.3,4.7
7.3,4.1
6.3,4.7
5.6,5.1
4.7,5.2
4.1,6.1
4.7,7.1
5.1,8.5
5.2,10.9
6.1,11.9
7.1,10.4
8.5,7.5
10.9,4.5
11.9,3.4
10.4,4.1
7.5,5.4
4.5,7.8
3.4,9.8
4.1,12.4
5.4,14.7
7.8,14.8
9.8,13.0
12.4,10.9
14.7,10.1
14.8,10.9
12.3,13.3
10.633333333333333,15.0
10.366666666666667,16.9
11.5,18.9
13.3,20.6
15.0,21.9
16.9,23.4
18.9,24.8
20.6,25.8
21.9,26.6
23.4,27.8
24.8,27.8
25.8,27.8
26.6,27.8
27.8,27.8
27.8,26.0
27.8,22.2
27.8,18.3
27.8,15.1
26.0,12.6
22.2,10.6
18.3,7.7
15.1,5.8
12.6,5.1
10.6,4.1
7.7,3.1
5.8,2.9
5.1,2.9
4.1,2.9
3.1,4.3
2.9,6.9
2.9,6.3
2.9,3.9
4.3,2.9
6.9,2.9
6.3,2.9
3.9,2.9
2.9,2.9
2.9,3.0
2.9,3.1
2.9,3.2
2.9,3.7
3.0,5.2
3.1,7.8
3.2,11.1
3.7,13.7
5.2,15.2
8.9,19.2
11.966666666666667,21.2
14.2,20.4
16.2,20.1
19.2,20.4
21.2,20.5
20.4,20.8
20.1,21.0
20.4,20.4
20.5,19.5
20.8,18.8
21.0,17.8
20.4,16.4
19.5,15.5
18.8,15.3
17.8,14.2
16.4,12.2
15.5,10.6
15.3,8.9
14.2,8.1
12.2,7.5
10.6,7.2
8.9,7.1
8.1,6.9
7.5,6.7
7.2,6.7
7.1,6.7
6.9,6.4
6.7,5.8
6.7,6.2
6.7,7.1
6.4,8.6
5.8,8.9
6.2,6.9
7.1,4.9
8.6,3.3
8.9,3.5
6.9,4.3
4.9,4.6
3.3,4.6
3.5,4.6
4.3,5.6
4.6,7.3
4.6,7.9
4.6,7.8
5.6,7.6
7.3,7.3
7.9,6.8
7.8,6.2
7.6,6.1
7.3,5.9
6.8,5.7
6.2,5.1
6.1,4.9
5.9,5.1
5.7,4.7
5.1,4.3
4.9,3.9
5.1,3.8
4.7,4.0
4.166666666666666,4.9
3.8666666666666667,5.3
3.8666666666666667,5.4
4.225,6.0
4.9,6.6
5.3,6.8
5.4,6.9
6.0,7.2
6.6,7.4
6.8,7.9
6.9,8.3
7.2,9.3
7.4,10.3
7.9,11.3
8.3,12.4
9.3,13.5
10.3,14.8
11.3,15.7
12.4,15.9
13.5,16.5
14.8,16.9
15.7,16.5
15.9,15.7
16.5,14.9
16.9,13.8
16.5,13.2
15.7,12.4
14.9,11.5
13.8,11.5
13.2,10.9
12.4,9.9
11.5,9.5
11.5,9.4
10.9,8.9
9.9,8.4
9.5,8.4
9.4,9.1
8.9,9.3
8.4,9.1
8.4,9.6
9.1,10.8
9.3,11.4
9.1,12.0
9.6,12.7
10.8,12.4
11.4,11.6
12.0,11.2
12.7,10.8
12.4,10.2
11.6,10.1
11.2,10.6
10.8,10.9
10.2,11.3
10.1,11.2
10.6,11.3
10.9,11.9
11.3,12.8
11.233333333333333,14.2
11.5,15.3
12.200000000000001,16.3
13.15,17.8
14.2,17.8
15.3,16.8
16.3,16.0
17.8,15.9
17.8,16.1
16.8,15.6
16.0,15.1
15.9,14.8
16.1,13.8
15.6,12.7
15.1,11.7
14.8,10.6
13.8,9.2
12.7,8.1
11.7,7.6
10.6,7.3
9.2,6.3
8.1,4.7
7.6,3.4
7.3,3.4
6.3,3.7
4.7,3.9
3.4,4.4
3.4,4.7
3.7,4.8
3.9,5.2
4.4,5.4
4.7,5.7
4.8,5.9
5.2,6.2
5.4,6.6
5.7,6.8
5.9,6.6
6.2,6.9
6.6,7.6
6.8,8.0
6.6,8.5
6.9,9.1
7.6,9.3
8.0,10.1
8.5,11.5
9.1,12.7
9.566666666666666,13.9
10.566666666666666,14.7
11.9,14.1
13.0,13.3
13.9,13.6
14.7,13.6
14.1,13.2
13.3,13.0
13.6,13.1
13.6,12.8
13.2,12.6
13.0,13.2
13.1,13.6
12.8,13.1
12.6,12.7
13.2,12.4
13.6,12.0
13.1,11.8
12.7,12.1
12.4,12.4
12.0,12.9
11.8,13.2
12.1,12.9
12.4,12.7
12.9,12.9
13.2,13.1
12.9,12.5
12.7,13.1
12.9,14.1
13.1,13.8
12.5,12.9
13.1,12.2
14.1,11.3
13.8,10.7
12.9,10.7
12.2,11.2
11.3,11.7
10.7,11.5
10.7,10.3
11.2,9.4
11.7,8.9
11.5,8.6
10.3,7.9
9.4,7.4
8.9,7.2
8.6,7.0
7.9,6.7
7.4,6.7
7.2,7.1
7.0,6.7
6.7,6.1
6.7,5.4
7.1,4.6
6.7,3.3
6.1,3.2
5.4,3.6
4.6,4.0
3.3,4.2
3.2,4.3
3.6,4.3
4.0,4.5
4.233333333333333,4.6
4.3,4.6
4.366666666666666,5.1
4.525,5.6
4.6,5.4
4.6,5.5
5.1,5.7
5.6,6.0
5.4,7.0
5.5,7.8
5.7,7.2
6.0,5.8
7.0,4.9
7.8,4.6
7.2,4.4
5.8,4.2
4.9,4.1
4.6,4.3
4.4,4.3
4.2,4.2
4.1,4.4
4.3,4.9
4.3,5.5
4.2,6.6
4.4,7.8
4.9,9.5
5.5,10.3
6.6,10.3
7.8,10.3
9.5,10.6
10.3,10.4
10.3,9.9
10.3,10.1
10.6,10.8
10.4,11.5
9.9,12.3
10.1,13.6
10.8,14.1
11.5,14.6
12.3,16.3
13.6,18.1
14.1,19.2
14.6,20.2
16.3,21.0
18.1,21.8
19.2,22.7
20.2,23.2
21.0,22.6
21.8,21.4
22.7,20.5
23.2,20.8
22.6,20.8
21.4,20.8
20.5,21.3
20.8,21.8
20.8,21.3
20.96666666666667,19.9
21.46666666666667,18.9
21.633333333333333,17.4
20.95,15.9
19.9,14.6
18.9,14.6
17.4,13.6
15.9,12.1
14.6,10.6
14.6,9.8
13.6,9.1
12.1,8.2
10.6,7.2
9.8,6.4
9.1,5.8
8.2,5.4
7.2,5.2
6.4,5.0
5.8,4.7
5.4,4.7
5.2,4.8
5.0,4.4
4.7,4.2
4.7,4.3
4.8,4.6
4.4,4.8
4.2,5.1
4.3,5.2
4.6,4.9
4.8,4.6
5.1,4.6
5.2,4.6
4.9,4.0
4.6,3.7
4.6,4.2
4.6,5.1
4.0,5.4
3.7,5.9
4.2,6.9
5.1,6.9
5.4,6.7
5.9,6.6
6.9,6.3
6.9,6.5
6.7,7.6
6.6,8.9
6.3,9.9
6.5,10.9
7.6,11.4
8.9,11.3
10.233333333333334,9.6
11.066666666666666,7.6
11.366666666666667,6.4
10.875,5.6
9.6,4.5
8.266666666666666,3.7
6.8,4.2
5.866666666666666,5.4
4.866666666666666,6.1
3.7,6.3
4.2,6.1
5.633333333333334,5.9
6.166666666666666,6.4
6.233333333333333,6.8
6.05,7.3
5.9,7.5
6.4,8.4
6.8,9.7
7.3,10.6
7.5,11.5
8.4,12.7
9.7,14.1
10.6,15.1
11.5,15.7
12.7,16.3
14.1,16.8
15.1,17.6
15.7,18.6
16.3,19.3
16.8,20.3
17.6,19.9
18.6,17.8
19.3,15.9
20.3,13.8
19.9,11.4
17.8,9.4
15.9,8.2
13.8,7.1
11.4,6.2
9.4,5.2
8.2,4.3
7.1,3.7
6.2,3.3
5.2,3.0
4.3,2.9
3.7,2.9
3.3,3.1
3.0,3.9
2.9,5.2
2.9,5.5
3.1,5.3
3.9,5.3
5.2,5.0
5.5,4.8
5.3,4.2
5.2,4.1
4.933333333333334,4.7
4.65,5.7
4.2,6.8
4.1,6.6
4.7,6.0
5.7,5.5
6.8,4.9
6.6,4.7
6.0,4.6
5.5,4.7
4.9,4.9
4.7,5.1
4.6,5.3
4.7,5.1
4.9,5.2
5.1,5.2
5.3,4.9
5.1,5.1
5.2,5.9
5.2,6.7
4.9,6.6
5.1,6.2
5.9,5.4
6.7,5.1
6.6,5.2
6.2,5.7
5.4,6.3
5.1,6.8
5.2,7.3
5.7,7.8
6.3,6.9
6.8,6.6
7.3,6.4
7.8,6.5
6.9,7.3
6.6,7.0
6.4,6.8
6.5,7.2
7.3,7.5
7.0,8.2
6.8,8.8
7.2,9.4
7.5,10.0
8.2,10.5
8.8,10.4
9.4,10.1
10.0,9.8
10.5,9.4
10.4,9.3
10.1,8.0
9.8,5.9
9.4,4.6
9.3,4.2
8.0,4.3
5.9,5.0
4.6,5.7
4.2,6.1
8.728571428571428,10.7
9.221428571428572,13.6
9.714285714285714,15.5
10.207142857142857,16.4
10.7,17.4
13.6,18.2
15.5,18.7
16.4,19.4
17.4,19.8
18.2,19.4
18.7,19.0
19.4,18.6
19.8,17.9
19.4,17.7
19.0,17.4
18.6,16.4
17.9,15.8
17.7,15.9
17.4,15.7
16.4,15.0
15.8,14.5
15.9,14.4
15.7,14.2
15.0,13.4
14.5,13.0
14.4,12.6
14.2,12.2
13.4,11.8
13.0,11.5
12.6,11.3
12.2,11.2
11.8,11.3
11.5,10.0
11.3,9.1
11.2,9.1
11.3,9.6
10.0,9.4
9.1,8.5
9.1,7.8
9.6,8.1
9.4,8.4
8.5,8.4
7.8,8.8
8.1,8.6
8.4,8.5
8.4,7.3
8.8,6.6
8.6,6.2
8.5,6.1
7.3,6.3
6.6,7.5
6.2,9.6
6.1,11.1
6.7,12.9
8.2,14.2
10.1,14.1
11.55,12.1
12.9,10.4
14.2,9.7
14.1,9.4
12.1,10.4
10.4,11.2
9.7,11.4
9.4,11.2
10.4,10.9
11.2,10.5
11.4,10.4
11.2,9.8
10.9,8.3
10.5,6.4
10.4,5.6
9.8,5.4
8.3,5.5
6.4,5.4
5.6,5.1
5.4,5.2
5.5,5.4
5.4,5.9
5.1,6.8
5.2,7.8
5.4,9.2
5.9,10.4
6.8,11.3
7.8,11.4
9.2,11.4
10.4,10.9
11.3,10.4
11.4,11.0
11.4,12.1
10.9,12.9
10.4,13.9
11.0,15.7
12.1,15.9
12.9,15.2
14.5,12.5
15.766666666666666,9.3
15.666666666666666,7.2
14.524999999999999,6.8
12.5,6.7
9.3,6.7
7.2,6.8
6.8,7.3
6.7,7.6
6.7,7.7
6.8,7.7
7.3,7.3
7.6,6.9
7.7,6.6
7.7,6.2
7.3,6.1
6.9,5.8
6.6,5.6
6.2,5.5
6.1,5.4
5.8,5.7
5.6,5.2
5.5,4.9
5.4,5.4
5.7,6.2
5.2,6.9
4.9,7.7
5.4,7.4
6.2,6.6
6.9,5.8
7.7,5.3
7.4,5.1
4.541176470588235,3.2
4.205882352941177,3.9
3.8705882352941177,6.2
3.535294117647059,9.1
3.2,10.9
3.9,12.1
6.2,12.1
9.1,10.3
10.9,8.1
12.1,6.2
12.1,5.3
10.3,5.4
8.1,5.2
6.2,5.1
5.3,5.2
5.4,5.8
5.2,6.3
5.1,6.9
5.2,9.0
5.8,11.3
6.3,13.5
6.9,14.4
9.0,14.3
11.3,15.4
13.5,16.3
14.4,15.7
14.3,14.3
15.4,12.9
16.3,12.1
15.7,12.2
14.3,13.3
12.9,14.2
12.1,15.7
12.2,16.7
13.3,15.6
14.2,14.1
15.7,13.5
16.333333333333332,14.2
15.1,13.2
14.1,11.3
13.5,10.2
14.024999999999999,9.6
13.533333333333333,8.5
10.933333333333334,5.6
10.0,4.5
9.233333333333333,4.7
7.775,4.1
5.6,3.2
4.5,2.9
4.7,2.9
4.1,3.2
3.2,3.7
2.9,3.9
2.9,3.8
3.2,3.7
3.7,3.2
3.9,3.1
3.8,3.2
3.7,3.4
3.2,3.2
3.1,3.0
3.2,3.0
3.4,3.3
3.2,3.7
3.0,3.8
3.0,3.9
3.3,3.3
3.7,2.9
3.8,3.0
3.9,2.9
3.3,2.9
2.9,2.9
3.0,3.0
2.9,2.9
2.9,2.9
2.9,2.9
3.0,2.8
2.9,2.6
2.9,2.2
2.9,2.6
2.8,3.6
2.6,3.7
2.2,4.3
2.6,6.1
3.6,9.7
3.7,12.9
4.3,15.4
6.1,15.1
9.7,13.9
13.733333333333334,14.6
15.4,14.6
15.1,13.9
13.9,13.2
14.6,12.9
14.366666666666667,12.1
13.666666666666666,11.0
13.125,7.9
12.9,5.2
12.1,3.8
11.0,3.2
7.9,3.3
5.2,4.7
3.8,5.7
3.2,5.4
3.3,5.6
4.7,5.9
5.7,6.4
5.4,6.8
5.6,6.6
5.9,6.2
6.4,6.2
6.8,7.3
6.6,8.8
6.2,9.4
6.2,10.8
7.3,11.7
8.8,12.1
9.4,12.1
10.8,12.4
11.7,12.2
12.1,11.0
12.1,10.6
12.4,9.6
12.2,8.1
11.0,7.2
10.6,6.8
9.6,6.4
8.1,6.8
7.2,7.6
6.8,8.5
6.4,8.2
6.8,5.8
7.6,4.7
8.5,5.1
8.2,5.6
5.8,4.7
4.7,3.4
5.1,3.2
5.6,4.4
4.7,6.1
3.4,4.8
3.6,3.0
4.966666666666667,2.9
5.666666666666666,3.2
4.8,6.0
3.45,6.9
2.9,6.6
3.2,5.5
6.3,5.9
6.825,7.4
6.6,8.0
5.5,7.4
5.9,5.9
8.0,10.0
7.4,11.3
5.9,9.9
7.95,10.1
10.0,9.8
11.3,9.7
9.9,11.2
10.1,12.4
9.8,11.9
9.7,10.9
11.2,10.7
12.4,9.9
11.9,8.6
10.9,7.6
10.7,6.1
9.9,5.3
8.6,6.2
7.6,6.0
6.1,5.2
5.3,5.8
6.2,5.8
6.0,5.6
5.2,5.3
5.8,5.1
5.8,5.0
5.6,5.6
5.3,5.9
5.1,5.5
5.0,5.4
5.6,5.7
5.9,6.6
5.5,9.2
5.4,10.2
5.7,10.3
6.6,11.2
9.2,10.2
10.2,7.7
10.3,5.8
11.2,5.7
10.2,5.9
7.7,5.8
5.766666666666667,4.5
5.766666666666667,4.0
5.866666666666667,4.6
5.475,4.9
4.5,4.9
4.0,5.0
4.6,5.9
4.9,6.6
4.9,6.1
5.0,5.4
5.9,5.4
6.6,6.0
6.1,5.8
5.4,5.4
5.4,5.2
6.0,5.0
5.8,5.4
5.4,6.4
5.2,8.0
5.0,8.0
5.4,7.4
6.4,7.2
8.0,7.2
8.0,7.8
7.4,8.7
7.2,9.3
7.2,9.5
7.8,9.7
8.7,10.0
9.3,10.1
9.5,10.0
9.7,10.4
10.0,11.8
10.1,13.8
10.0,15.7
10.4,17.1
11.8,18.2
13.8,18.4
15.7,18.4
17.1,19.4
18.2,19.3
18.4,17.3
18.4,16.9
19.4,18.3
19.3,17.4
17.3,15.9
16.9,15.3
18.3,14.1
17.4,12.1
15.9,10.9
14.9,10.8
13.433333333333334,9.2
11.7,7.5
10.875,6.7
10.8,6.0
9.2,5.0
7.5,4.1
6.7,3.7
6.0,3.6
5.0,3.7
4.1,3.6
3.7,3.2
3.6,3.2
3.7,3.1
3.6,3.0
3.2,3.4
3.2,4.9
3.1,5.9
3.0,5.1
3.4,4.4
4.9,4.7
5.9,4.9
5.1,4.4
4.4,3.9
4.7,3.9
4.9,4.2
4.4,4.5
3.9,4.5
3.9,3.9
4.2,3.3
4.5,3.0
4.5,3.4
3.9,4.8
3.3,6.7
3.0,9.1
3.4,9.4
4.8,10.3
6.7,12.4
9.1,12.1
9.4,9.0
10.3,6.3
12.4,4.8
12.1,4.4
9.0,4.0
6.3,4.3
4.8,5.5
4.4,5.5
4.0,5.7
4.3,5.8
5.5,5.9
5.5,6.4
5.7,6.6
5.8,7.3
5.9,8.9
6.466666666666667,9.3
6.833333333333333,9.1
7.833333333333333,8.1
9.0,7.4
9.3,8.1
9.1,8.7
8.1,7.1
7.4,7.8
8.1,9.8
8.7,10.9
7.1,11.8
7.8,10.6
9.8,9.1
10.9,8.7
11.8,8.2
10.6,7.2
9.1,6.3
8.7,6.9
8.2,9.6
7.2,11.6
6.3,12.3
6.9,12.2
9.6,11.8
11.6,12.1
12.3,12.7
12.2,13.4
11.8,14.6
12.1,15.8
12.7,17.1
13.4,18.1
14.6,19.0
15.8,19.2
17.1,18.1
18.1,15.4
19.0,13.1
19.2,11.5
18.1,9.1
15.4,7.4
13.1,6.2
11.5,5.2
9.1,4.3
7.4,3.7
6.2,3.9
5.2,3.7
4.3,2.9
3.7,2.9
3.9,3.2
3.7,4.4
2.9,4.6
2.9,3.3
3.2,2.8
4.4,2.9
4.6,3.1
3.3,3.1
2.8,2.5
2.9,2.2
3.1,2.3
3.1,2.9
2.5,2.9
2.2333333333333334,2.9
2.5,2.9
2.9,3.0
2.9,3.1
2.9,2.9
2.9,2.9
3.0,2.8
3.1,2.3
2.9,2.7
2.9,2.9
2.8,2.9
2.3,2.9
2.7,2.9
2.9,2.9
2.9,2.9
2.9,2.9
2.9,2.9
2.9,2.9
2.9,2.9
2.9,3.0
2.9,3.4
2.9,5.7
2.9,7.9
3.0,9.8
3.4,10.7
5.7,11.8
7.9,12.9
9.8,13.0
10.7,12.8
11.8,12.7
12.9,12.4
13.0,11.5
12.8,10.2
12.7,9.7
12.4,10.5
11.5,13.6
10.2,16.4
9.7,18.3
10.5,19.4
13.6,19.5
